refund_id,original_txn_id,original_utr,refund_utr,merchant_id,customer_id,refund_initiation_date,refund_settlement_date,original_amount,refund_amount,refund_type,refund_status,refund_reason,initiated_by,gateway_refund_id,tat_days,sla_breached,remarks
REF9886877,TXN0001694,,UTR714078512130,MERCH0043,CUST94620,2024-03-05,2024-03-08,93086.46,93086.46,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF784470,6,Y,
REF5875758,TXN0001697,,UTR243724647113,MERCH0032,CUST16692,2024-09-28,2024-10-04,61637.77,61637.77,FULL,PROCESSED,Item Not Delivered,Customer,GWREF999605,6,N,Chargeback case
REF9764059,TXN0001712,,UTR632332392790,MERCH0016,CUST56952,2024-03-22,2024-03-27,123387.01,123387.01,FULL,PROCESSED,Fraud Suspected,System,GWREF580065,10,N,
REF3300845,TXN0001714,,,MERCH0009,CUST36277,2024-03-27,,48992.12,48992.12,FULL,INITIATED,Product Defective,System,GWREF657370,11,N,
REF9344506,TXN0001715,,,MERCH0045,CUST14264,2024-07-22,,45178.42,45178.42,FULL,FAILED,Item Not Delivered,System,GWREF776069,9,Y,
REF8465488,TXN0001716,,UTR438755286877,MERCH0032,CUST88643,2024-10-04,2024-10-10,53869.39,53869.39,FULL,PROCESSED,Item Not Delivered,Customer,GWREF844970,5,N,
REF2962751,TXN0001724,,UTR101140569623,MERCH0045,CUST92262,2024-03-19,2024-03-26,122564.53,122564.53,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF938287,1,N,
REF5652515,TXN0001736,,UTR041833221311,MERCH0030,CUST75852,2024-09-14,2024-09-21,147135.64,147135.64,FULL,PROCESSED,Customer Request,Bank,GWREF585932,11,N,
REF5759807,TXN0001740,,UTR284148124250,MERCH0038,CUST16241,2024-06-17,2024-06-22,27965.71,20145.68,PARTIAL,PROCESSED,Product Defective,System,GWREF264715,8,N,Chargeback case
REF4027431,TXN0001745,,,MERCH0002,CUST64856,2024-03-26,,145204.87,145204.87,FULL,INITIATED,Item Not Delivered,Merchant,GWREF855660,2,N,
REF1458909,TXN0001767,,UTR676783471750,MERCH0032,CUST56100,2024-05-20,2024-05-23,11519.89,11519.89,FULL,PROCESSED,Duplicate Payment,Bank,GWREF714677,7,Y,
REF6228951,TXN0001774,,UTR411535337756,MERCH0004,CUST67867,2024-11-06,2024-11-12,78847.15,66769.02,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF685484,14,N,
REF8550049,TXN0001785,,,MERCH0012,CUST73621,2024-10-23,,88911.98,88911.98,FULL,FAILED,Fraud Suspected,Bank,GWREF994264,10,N,Chargeback case
REF6772551,TXN0001812,,UTR512104034384,MERCH0026,CUST79463,2024-06-22,2024-06-28,47543.71,47543.71,FULL,PROCESSED,Chargeback Initiated,System,GWREF531094,6,N,Chargeback case
REF7245309,TXN0001816,,,MERCH0024,CUST37248,2024-08-01,,100755.77,100755.77,FULL,PENDING,Customer Request,Bank,GWREF592715,8,N,
REF7809875,TXN0001859,,UTR096104355606,MERCH0048,CUST21740,2024-09-22,2024-09-25,120316.08,59870.14,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF920164,7,N,
REF7061147,TXN0001861,,UTR119567507224,MERCH0041,CUST29693,2024-09-25,2024-10-02,1167.95,967.59,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF813309,5,N,
REF1763431,TXN0001869,,UTR053017592493,MERCH0043,CUST96018,2024-03-22,2024-03-26,70202.27,70202.27,FULL,PROCESSED,Fraud Suspected,Customer,GWREF502454,12,N,
REF2593426,TXN0001879,,UTR857131039673,MERCH0025,CUST54925,2024-09-18,2024-09-22,112314.64,69964.26,PARTIAL,PROCESSED,Customer Request,System,GWREF374059,9,N,Chargeback case
REF3006793,TXN0001880,,UTR091957880206,MERCH0050,CUST73040,2024-07-26,2024-07-29,117634.49,117634.49,FULL,PROCESSED,Product Defective,Customer,GWREF871509,6,N,Chargeback case
REF1523006,TXN0001925,,UTR814670574051,MERCH0040,CUST86333,2024-11-19,2024-11-23,57644.76,57644.76,FULL,PROCESSED,Duplicate Payment,System,GWREF432711,8,N,
REF4265342,TXN0001934,,UTR129330110056,MERCH0033,CUST65738,2024-07-09,2024-07-15,112984.21,112984.21,FULL,PROCESSED,Duplicate Payment,System,GWREF181394,4,N,
REF6706799,TXN0001966,,UTR437616370510,MERCH0025,CUST57223,2024-09-01,2024-09-08,86956.82,61827.96,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF481673,8,Y,Chargeback case
REF6319951,TXN0001992,,UTR553750008806,MERCH0028,CUST91560,2024-05-26,2024-05-31,3318.69,3318.69,FULL,PROCESSED,Customer Request,Bank,GWREF659772,2,N,
REF5602876,TXN0001995,,,MERCH0036,CUST97424,2024-04-19,,76333.93,76333.93,FULL,FAILED,Chargeback Initiated,Merchant,GWREF962426,12,Y,
REF6940148,TXN0002025,,UTR726397764928,MERCH0005,CUST25042,2024-11-04,2024-11-11,87887.01,87887.01,FULL,PROCESSED,Fraud Suspected,Customer,GWREF115422,10,N,
REF1270364,TXN0002034,,UTR805787093538,MERCH0012,CUST67854,2024-09-16,2024-09-23,16142.14,16142.14,FULL,PROCESSED,Chargeback Initiated,System,GWREF321770,1,N,
REF4021654,TXN0002059,,UTR149164937306,MERCH0016,CUST52879,2024-07-09,2024-07-14,52516.91,52516.91,FULL,PROCESSED,Product Defective,Customer,GWREF721859,4,Y,Chargeback case
REF2565647,TXN0002066,,UTR567701494040,MERCH0001,CUST87330,2024-08-14,2024-08-17,31652.98,31652.98,FULL,PROCESSED,Customer Request,Merchant,GWREF382342,9,N,
REF6866588,TXN0002075,,UTR498887716542,MERCH0019,CUST86489,2024-10-24,2024-10-28,96042.78,96042.78,FULL,PROCESSED,Customer Request,Merchant,GWREF735145,4,N,
REF3595074,TXN0002113,,UTR993188456622,MERCH0034,CUST36883,2024-01-07,2024-01-10,84300.45,84300.45,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF689345,14,N,
REF9270271,TXN0002120,,,MERCH0032,CUST85004,2024-07-16,,1312.77,400.90,PARTIAL,PENDING,Duplicate Payment,System,GWREF828247,3,N,
REF7690135,TXN0002136,,UTR937524655409,MERCH0024,CUST58303,2024-02-28,2024-03-04,112492.72,112492.72,FULL,PROCESSED,Item Not Delivered,Bank,GWREF184394,5,N,Chargeback case
REF8333166,TXN0002138,,UTR508211288883,MERCH0011,CUST71659,2024-08-12,2024-08-19,117063.03,117063.03,FULL,PROCESSED,Product Defective,Bank,GWREF333291,10,N,
REF1774799,TXN0002140,,UTR406746095012,MERCH0019,CUST35761,2024-08-03,2024-08-07,90029.92,65913.46,PARTIAL,PROCESSED,Product Defective,Bank,GWREF417820,12,N,
REF9222833,TXN0002146,,,MERCH0044,CUST37237,2024-03-03,,43547.66,43547.66,FULL,INITIATED,Customer Request,Bank,GWREF236271,4,N,
REF2973231,TXN0002174,,UTR132224949738,MERCH0017,CUST92830,2024-02-12,2024-02-17,140451.40,140451.40,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF139873,9,N,
REF2327304,TXN0002186,,UTR244339895933,MERCH0016,CUST67516,2024-07-28,2024-08-01,116402.41,116402.41,FULL,PROCESSED,Duplicate Payment,System,GWREF359954,13,N,
REF8479039,TXN0002214,,UTR012965798132,MERCH0030,CUST93059,2024-11-26,2024-12-03,31268.67,31268.67,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF837945,10,N,Chargeback case
REF3852117,TXN0002218,,UTR295793920784,MERCH0006,CUST95593,2024-05-19,2024-05-25,118556.61,118556.61,FULL,PROCESSED,Product Defective,Merchant,GWREF754289,2,N,
REF5132912,TXN0002226,,UTR393531421149,MERCH0033,CUST34562,2024-08-02,2024-08-07,67076.39,67076.39,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF831015,10,N,Chargeback case
REF5836615,TXN0002242,,UTR056142981189,MERCH0031,CUST54232,2024-10-27,2024-10-30,42875.39,21279.42,PARTIAL,PROCESSED,Customer Request,System,GWREF883215,4,N,
REF3251766,TXN0002249,,,MERCH0050,CUST45650,2024-07-19,,99368.63,99368.63,FULL,INITIATED,Item Not Delivered,Merchant,GWREF955438,1,N,Chargeback case
REF4116040,TXN0002260,,UTR295246288425,MERCH0046,CUST98541,2024-11-01,2024-11-07,130093.77,130093.77,FULL,PROCESSED,Duplicate Payment,Bank,GWREF135105,14,N,Chargeback case
REF4018749,TXN0002274,,UTR125409430158,MERCH0027,CUST74925,2024-02-21,2024-02-27,47648.34,47648.34,FULL,PROCESSED,Product Defective,Merchant,GWREF739224,11,Y,
REF1667417,TXN0002294,,UTR468337085248,MERCH0018,CUST52519,2024-10-24,2024-10-27,5677.86,5677.86,FULL,PROCESSED,Duplicate Payment,Customer,GWREF652965,2,N,Chargeback case
REF2385036,TXN0002302,,UTR239229205315,MERCH0007,CUST28102,2024-06-17,2024-06-20,78990.09,38141.08,PARTIAL,PROCESSED,Chargeback Initiated,Bank,GWREF346372,9,N,
REF8765772,TXN0002308,,,MERCH0016,CUST52408,2024-08-13,,44587.85,44587.85,FULL,FAILED,Customer Request,Customer,GWREF463027,2,N,Chargeback case
REF4145835,TXN0002333,,UTR957180182326,MERCH0041,CUST43118,2024-03-15,2024-03-20,10848.57,10848.57,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF475538,1,N,
REF6522601,TXN0002341,,UTR964970482626,MERCH0044,CUST42531,2024-02-08,2024-02-12,147277.85,147277.85,FULL,PROCESSED,Fraud Suspected,Customer,GWREF100871,7,N,
REF2283729,TXN0002355,,UTR788163344485,MERCH0025,CUST12027,2024-02-24,2024-02-28,113555.21,113555.21,FULL,PROCESSED,Product Defective,Merchant,GWREF759215,4,Y,
REF4327758,TXN0002361,,UTR702897940888,MERCH0035,CUST18194,2024-01-25,2024-01-30,1561.63,1561.63,FULL,PROCESSED,Duplicate Payment,System,GWREF349511,7,N,Chargeback case
REF2870825,TXN0002446,,UTR710083151171,MERCH0008,CUST62908,2024-03-23,2024-03-26,12807.33,11364.51,PARTIAL,PROCESSED,Customer Request,Customer,GWREF420489,4,N,
REF2754294,TXN0002451,,UTR271362818345,MERCH0008,CUST37463,2024-07-05,2024-07-08,90877.95,90877.95,FULL,PROCESSED,Fraud Suspected,System,GWREF127068,8,Y,
REF5101723,TXN0002462,,UTR685152538195,MERCH0019,CUST37552,2024-11-18,2024-11-25,62482.15,62482.15,FULL,PROCESSED,Product Defective,Bank,GWREF483423,11,N,Chargeback case
REF3151728,TXN0002470,,UTR747747462670,MERCH0045,CUST83922,2024-04-18,2024-04-23,99491.23,99491.23,FULL,PROCESSED,Item Not Delivered,Customer,GWREF447037,2,N,
REF9098877,TXN0002472,,UTR387736969600,MERCH0045,CUST93507,2024-11-19,2024-11-22,84558.37,58467.82,PARTIAL,PROCESSED,Customer Request,Customer,GWREF414970,13,N,Chargeback case
REF6667727,TXN0002478,,,MERCH0049,CUST59774,2024-07-21,,36671.54,36671.54,FULL,FAILED,Fraud Suspected,Bank,GWREF426775,3,N,Chargeback case
REF4981911,TXN0002487,,UTR410881326465,MERCH0026,CUST70101,2024-06-07,2024-06-13,43024.52,35996.55,PARTIAL,PROCESSED,Duplicate Payment,System,GWREF108993,4,Y,
REF1749790,TXN0002501,,UTR035001419049,MERCH0026,CUST58028,2024-04-25,2024-05-01,106950.60,106950.60,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF285367,5,N,
REF1243101,TXN0002510,,,MERCH0002,CUST99003,2024-10-13,,32179.22,32179.22,FULL,FAILED,Chargeback Initiated,Customer,GWREF534193,6,N,
REF8275054,TXN0002515,,,MERCH0010,CUST35337,2024-07-20,,20234.43,20234.43,FULL,PENDING,Fraud Suspected,System,GWREF872199,11,N,
REF7123335,TXN0002522,,UTR963712362127,MERCH0022,CUST82228,2024-07-31,2024-08-07,88800.54,88800.54,FULL,PROCESSED,Duplicate Payment,System,GWREF787706,9,N,
REF5611023,TXN0002540,,UTR943799950918,MERCH0034,CUST24875,2024-03-27,2024-03-30,69222.78,69222.78,FULL,PROCESSED,Product Defective,Merchant,GWREF373645,13,N,
REF7715746,TXN0002554,,,MERCH0033,CUST70822,2024-06-02,,14433.80,14433.80,FULL,FAILED,Fraud Suspected,Customer,GWREF274493,11,Y,
REF4515141,TXN0002555,,,MERCH0036,CUST88419,2024-02-22,,41405.99,26213.09,PARTIAL,PENDING,Product Defective,Merchant,GWREF480973,14,N,
REF3016597,TXN0002563,,UTR601163586918,MERCH0038,CUST60297,2024-09-13,2024-09-20,114432.24,114432.24,FULL,PROCESSED,Fraud Suspected,Bank,GWREF146791,10,N,
REF1497399,TXN0002564,,,MERCH0031,CUST56992,2024-03-23,,99083.96,49125.80,PARTIAL,PENDING,Item Not Delivered,Customer,GWREF100078,14,N,
REF9317262,TXN0002573,,UTR857345720123,MERCH0002,CUST87319,2024-08-04,2024-08-08,132292.23,132292.23,FULL,PROCESSED,Chargeback Initiated,System,GWREF412728,11,N,
REF7008432,TXN0002574,,,MERCH0047,CUST86539,2024-07-17,,38523.69,38523.69,FULL,INITIATED,Fraud Suspected,Bank,GWREF933984,6,N,
REF3515411,TXN0002580,,UTR782769630952,MERCH0031,CUST16461,2024-01-19,2024-01-22,89899.90,55463.30,PARTIAL,PROCESSED,Product Defective,Merchant,GWREF797047,7,N,
REF4922496,TXN0002581,,,MERCH0034,CUST54757,2024-07-03,,23936.97,23936.97,FULL,FAILED,Customer Request,Bank,GWREF213326,9,N,
REF5698807,TXN0002586,,,MERCH0012,CUST14891,2024-07-02,,43667.30,20539.72,PARTIAL,INITIATED,Product Defective,Customer,GWREF718634,14,N,Chargeback case
REF7079512,TXN0002593,,UTR720782860175,MERCH0010,CUST48567,2024-04-21,2024-04-28,50333.41,33758.74,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF878860,12,N,Chargeback case
REF1664223,TXN0002608,,UTR142240570405,MERCH0010,CUST10312,2024-07-15,2024-07-21,126587.44,126587.44,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF922553,7,N,
REF9041158,TXN0002615,,UTR693924777610,MERCH0001,CUST23015,2024-11-09,2024-11-14,100814.98,100814.98,FULL,PROCESSED,Customer Request,Merchant,GWREF456468,12,N,
REF8726635,TXN0002619,,UTR240810254551,MERCH0027,CUST39665,2024-06-04,2024-06-11,130706.71,130706.71,FULL,PROCESSED,Item Not Delivered,Customer,GWREF933525,13,Y,
REF2594904,TXN0002635,,UTR730048016606,MERCH0002,CUST77581,2024-06-21,2024-06-26,86358.08,86358.08,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF900662,1,N,
REF8381273,TXN0002639,,,MERCH0027,CUST11043,2024-02-10,,69830.21,27416.73,PARTIAL,FAILED,Duplicate Payment,Customer,GWREF969137,13,N,
REF4110263,TXN0002649,,,MERCH0032,CUST94213,2024-11-25,,71259.73,71259.73,FULL,PENDING,Item Not Delivered,Merchant,GWREF464152,11,Y,
REF7976169,TXN0002694,,UTR203477494661,MERCH0046,CUST45879,2024-08-09,2024-08-15,68141.44,68141.44,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF274952,1,N,
REF4627705,TXN0002727,,UTR430435414977,MERCH0050,CUST28861,2024-02-01,2024-02-05,102064.74,102064.74,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF124941,13,N,
REF8327997,TXN0002730,,,MERCH0023,CUST17809,2024-05-04,,111786.03,111786.03,FULL,PENDING,Fraud Suspected,Merchant,GWREF326091,4,N,
REF4186305,TXN0002742,,,MERCH0033,CUST94918,2024-04-13,,30444.74,30444.74,FULL,PENDING,Chargeback Initiated,System,GWREF865215,1,N,
REF5015184,TXN0002743,,UTR014466781158,MERCH0046,CUST35491,2024-07-10,2024-07-17,57990.79,57990.79,FULL,PROCESSED,Product Defective,Customer,GWREF387810,14,N,
REF2624425,TXN0002748,,,MERCH0045,CUST22761,2024-07-30,,95782.90,45826.20,PARTIAL,FAILED,Fraud Suspected,Merchant,GWREF359823,1,N,
REF1807491,TXN0002754,,UTR529407087529,MERCH0044,CUST59514,2024-09-16,2024-09-21,119438.13,119438.13,FULL,PROCESSED,Fraud Suspected,System,GWREF543733,10,N,
REF5697379,TXN0002756,,,MERCH0019,CUST20021,2024-07-13,,48054.26,48054.26,FULL,PENDING,Customer Request,System,GWREF178620,12,N,
REF6523829,TXN0002775,,UTR656400227658,MERCH0013,CUST60967,2024-02-25,2024-03-01,62228.37,47715.69,PARTIAL,PROCESSED,Product Defective,Customer,GWREF839786,11,N,
REF6358772,TXN0002789,,UTR880752594930,MERCH0033,CUST78411,2024-08-13,2024-08-19,131239.07,131239.07,FULL,PROCESSED,Duplicate Payment,System,GWREF914571,7,N,
REF7737307,TXN0002796,,,MERCH0018,CUST53896,2024-03-26,,68000.69,53103.48,PARTIAL,FAILED,Customer Request,Bank,GWREF517632,3,N,Chargeback case
REF2331599,TXN0002804,,,MERCH0046,CUST98428,2024-09-19,,68617.30,49798.65,PARTIAL,PENDING,Duplicate Payment,Customer,GWREF760244,8,Y,
REF4572368,TXN0002813,,UTR799511443295,MERCH0039,CUST43706,2024-11-25,2024-11-28,99172.45,99172.45,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF490946,9,Y,
REF1166436,TXN0002815,,,MERCH0008,CUST37751,2024-01-05,,125318.25,125318.25,FULL,FAILED,Fraud Suspected,System,GWREF686356,13,Y,
REF4263140,TXN0002820,,UTR388759490328,MERCH0026,CUST46677,2024-12-03,2024-12-07,26586.07,20265.25,PARTIAL,PROCESSED,Customer Request,Customer,GWREF702557,13,Y,
REF8897122,TXN0002830,,UTR186746424666,MERCH0036,CUST85157,2024-02-04,2024-02-11,132286.66,132286.66,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF970463,8,N,
REF1759244,TXN0002831,,UTR671563627074,MERCH0032,CUST15832,2024-03-24,2024-03-28,93174.65,93174.65,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF750624,9,N,
REF8083534,TXN0002842,,UTR933428044944,MERCH0006,CUST46546,2024-04-06,2024-04-13,72397.12,72397.12,FULL,PROCESSED,Product Defective,Merchant,GWREF147254,7,Y,
REF1619275,TXN0002843,,UTR843637845991,MERCH0022,CUST57733,2024-11-14,2024-11-18,128913.81,128913.81,FULL,PROCESSED,Duplicate Payment,Bank,GWREF308758,10,N,
REF9234817,TXN0002848,,UTR837114204006,MERCH0026,CUST26656,2024-08-15,2024-08-21,98839.35,98839.35,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF835418,8,N,
REF1902152,TXN0002852,,UTR369127560870,MERCH0046,CUST81225,2024-05-25,2024-05-28,37123.19,37123.19,FULL,PROCESSED,Customer Request,System,GWREF691107,13,N,
REF6142286,TXN0002853,,UTR312544425265,MERCH0018,CUST68498,2024-10-13,2024-10-16,4254.99,4254.99,FULL,PROCESSED,Item Not Delivered,System,GWREF950713,6,N,
REF1088298,TXN0002863,,UTR965282691478,MERCH0023,CUST21044,2024-11-19,2024-11-25,7545.22,7545.22,FULL,PROCESSED,Item Not Delivered,Customer,GWREF530161,6,N,
REF6325615,TXN0002875,,UTR696183121812,MERCH0025,CUST92205,2024-01-07,2024-01-12,94550.03,94550.03,FULL,PROCESSED,Item Not Delivered,System,GWREF204933,4,N,
REF1075326,TXN0002885,,UTR530181731378,MERCH0047,CUST62305,2024-03-07,2024-03-14,33452.40,33452.40,FULL,PROCESSED,Product Defective,Merchant,GWREF674279,14,N,
REF3802991,TXN0002888,,UTR145280055055,MERCH0034,CUST71186,2024-11-20,2024-11-27,62272.91,31451.71,PARTIAL,PROCESSED,Product Defective,Customer,GWREF313610,1,N,
REF8828742,TXN0002889,,UTR411055153966,MERCH0036,CUST77305,2024-10-07,2024-10-12,24189.38,24189.38,FULL,PROCESSED,Item Not Delivered,System,GWREF833622,4,N,Chargeback case
REF2763167,TXN0002890,,UTR518309840864,MERCH0009,CUST58192,2024-05-11,2024-05-18,123514.53,123514.53,FULL,PROCESSED,Item Not Delivered,Bank,GWREF902250,14,N,
REF9043299,TXN0002892,,UTR598360395164,MERCH0018,CUST26009,2024-01-22,2024-01-26,103510.21,33310.51,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF751437,14,Y,
REF7042001,TXN0002901,,UTR830667708031,MERCH0023,CUST52279,2024-09-19,2024-09-26,19889.24,19889.24,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF312966,5,N,
REF7955037,TXN0002934,,,MERCH0010,CUST46682,2024-03-04,,69239.49,69239.49,FULL,PENDING,Fraud Suspected,Merchant,GWREF107754,5,Y,
REF3004747,TXN0002971,,,MERCH0039,CUST34895,2024-06-07,,56425.68,56425.68,FULL,PENDING,Fraud Suspected,Bank,GWREF310994,14,N,
REF9058465,TXN0002976,,UTR792013454855,MERCH0024,CUST45596,2024-08-16,2024-08-19,12643.21,12643.21,FULL,PROCESSED,Product Defective,Bank,GWREF394860,5,N,
REF6342265,TXN0002984,,UTR858044678844,MERCH0039,CUST52824,2024-05-28,2024-05-31,37382.42,37382.42,FULL,PROCESSED,Fraud Suspected,System,GWREF862740,13,Y,
REF2909965,TXN0002986,,UTR896085634573,MERCH0019,CUST97418,2024-01-25,2024-01-30,131578.20,131578.20,FULL,PROCESSED,Customer Request,Merchant,GWREF360065,10,N,
REF2733991,TXN0002990,,UTR331584914676,MERCH0023,CUST36749,2024-03-02,2024-03-07,137985.28,137985.28,FULL,PROCESSED,Product Defective,Merchant,GWREF186863,8,N,Chargeback case
REF1352868,TXN0002993,,,MERCH0024,CUST22697,2024-06-06,,52103.72,52103.72,FULL,FAILED,Product Defective,System,GWREF666831,2,N,
REF1078878,TXN0003000,,,MERCH0007,CUST40928,2024-06-23,,87046.51,74131.79,PARTIAL,INITIATED,Product Defective,Bank,GWREF172369,8,N,
REF3699789,TXN0003011,,UTR764071598563,MERCH0028,CUST58659,2024-01-31,2024-02-03,39135.19,39135.19,FULL,PROCESSED,Product Defective,System,GWREF564436,11,Y,
REF5946068,TXN0003019,,UTR507008768442,MERCH0003,CUST13877,2024-09-28,2024-10-05,83506.93,83506.93,FULL,PROCESSED,Customer Request,Merchant,GWREF674997,6,Y,
REF2242993,TXN0003036,,UTR255604487999,MERCH0010,CUST49428,2024-04-07,2024-04-13,4270.85,4270.85,FULL,PROCESSED,Customer Request,Customer,GWREF309996,1,N,
REF7278044,TXN0003037,,,MERCH0036,CUST48460,2024-03-22,,114399.04,114399.04,FULL,PENDING,Duplicate Payment,Customer,GWREF242463,4,N,
REF4231611,TXN0003038,,UTR143992721062,MERCH0012,CUST83794,2024-02-05,2024-02-10,95079.81,81067.81,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF320036,1,Y,
REF4654805,TXN0003046,,,MERCH0033,CUST25504,2024-09-19,,50870.21,29121.67,PARTIAL,FAILED,Customer Request,Customer,GWREF675217,12,Y,
REF8785431,TXN0003051,,UTR285847185592,MERCH0035,CUST59234,2024-03-25,2024-04-01,19734.34,19734.34,FULL,PROCESSED,Duplicate Payment,Bank,GWREF903166,7,N,Chargeback case
REF3299503,TXN0003055,,UTR464371285201,MERCH0010,CUST61007,2024-08-07,2024-08-10,84374.37,84374.37,FULL,PROCESSED,Customer Request,System,GWREF953313,3,Y,
REF9616413,TXN0003079,,UTR589014625426,MERCH0049,CUST91305,2024-01-16,2024-01-19,45029.85,45029.85,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF582766,9,N,
REF6421098,TXN0003094,,UTR496290838599,MERCH0029,CUST64945,2024-07-25,2024-07-29,107535.76,107535.76,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF896000,3,N,
REF5176170,TXN0003098,,UTR150905444282,MERCH0041,CUST81397,2024-07-26,2024-07-29,86803.24,49818.36,PARTIAL,PROCESSED,Item Not Delivered,Bank,GWREF302516,2,N,
REF7169848,TXN0003106,,UTR591613879598,MERCH0020,CUST59860,2024-10-01,2024-10-04,121934.48,121934.48,FULL,PROCESSED,Fraud Suspected,System,GWREF172880,9,N,
REF2974905,TXN0003142,,UTR858434770729,MERCH0012,CUST44680,2024-11-14,2024-11-17,94279.21,94279.21,FULL,PROCESSED,Duplicate Payment,System,GWREF597981,3,N,Chargeback case
REF1043751,TXN0003183,,UTR615173835666,MERCH0013,CUST66074,2024-04-21,2024-04-27,50967.29,50967.29,FULL,PROCESSED,Item Not Delivered,Customer,GWREF683076,13,N,
REF9191691,TXN0003188,,,MERCH0040,CUST77720,2024-05-22,,34570.01,34570.01,FULL,INITIATED,Item Not Delivered,Merchant,GWREF836304,3,N,Chargeback case
REF7090197,TXN0003196,,UTR290616229725,MERCH0040,CUST43581,2024-04-15,2024-04-21,22326.26,13445.52,PARTIAL,PROCESSED,Chargeback Initiated,Bank,GWREF244024,3,N,Chargeback case
REF8340898,TXN0003199,,UTR675010315367,MERCH0043,CUST48606,2024-05-04,2024-05-10,58512.43,43767.06,PARTIAL,PROCESSED,Customer Request,Merchant,GWREF839535,4,N,
REF6406684,TXN0003203,,UTR304211553939,MERCH0018,CUST55000,2024-02-05,2024-02-08,65868.78,56254.74,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF156007,7,N,
REF3216675,TXN0003236,,,MERCH0039,CUST49103,2024-03-23,,5653.12,5653.12,FULL,PENDING,Chargeback Initiated,Customer,GWREF179810,13,Y,
REF3685045,TXN0003237,,,MERCH0049,CUST22686,2024-08-21,,148583.82,148583.82,FULL,INITIATED,Chargeback Initiated,Bank,GWREF624453,4,N,
REF4691440,TXN0003238,,UTR480755629566,MERCH0008,CUST66803,2024-08-15,2024-08-22,10562.78,4390.35,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF247035,12,N,
REF6406799,TXN0003243,,,MERCH0017,CUST69211,2024-01-11,,41319.80,41319.80,FULL,PENDING,Item Not Delivered,Merchant,GWREF403164,13,N,Chargeback case
REF4794279,TXN0003244,,UTR450721881436,MERCH0016,CUST37671,2024-04-30,2024-05-03,127555.41,127555.41,FULL,PROCESSED,Customer Request,Customer,GWREF683500,4,N,
REF4857767,TXN0003298,,UTR959289835310,MERCH0024,CUST92848,2024-07-19,2024-07-26,141790.71,141790.71,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF925544,11,N,
REF3472337,TXN0003301,,,MERCH0043,CUST97017,2024-12-04,,23030.07,23030.07,FULL,PENDING,Product Defective,Bank,GWREF490633,1,Y,
REF7167416,TXN0003323,,UTR706016546175,MERCH0015,CUST96746,2024-01-14,2024-01-17,110357.36,110357.36,FULL,PROCESSED,Item Not Delivered,System,GWREF476793,12,N,Chargeback case
REF2771234,TXN0003356,,UTR010084011185,MERCH0016,CUST94852,2024-06-06,2024-06-13,1468.61,1468.61,FULL,PROCESSED,Duplicate Payment,Customer,GWREF581557,8,Y,
REF1795411,TXN0003367,,UTR820500085946,MERCH0024,CUST95236,2024-09-15,2024-09-19,61003.53,61003.53,FULL,PROCESSED,Customer Request,Bank,GWREF931694,6,N,
REF8157508,TXN0003383,,UTR454257057968,MERCH0025,CUST36549,2024-04-16,2024-04-19,66261.63,66261.63,FULL,PROCESSED,Item Not Delivered,Customer,GWREF106798,12,N,Chargeback case
REF3646663,TXN0003418,,UTR600952006771,MERCH0039,CUST18575,2024-08-09,2024-08-16,80940.09,80940.09,FULL,PROCESSED,Chargeback Initiated,System,GWREF158747,1,N,
REF9574469,TXN0003427,,UTR505905351300,MERCH0002,CUST33932,2024-01-03,2024-01-07,329.89,275.23,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF601105,8,N,
REF9172693,TXN0003435,,UTR349430394842,MERCH0027,CUST44870,2024-11-09,2024-11-13,23977.05,23977.05,FULL,PROCESSED,Customer Request,Merchant,GWREF163211,6,Y,
