transaction_id,utr_number,merchant_id,customer_id,payment_method,payment_gateway,acquirer_bank,transaction_date,transaction_time,gross_amount,fee_amount,gst_on_fee,net_amount,currency_code,payment_status,vpa_id,bank_reference_no,error_code,device_type,ip_address,reversal_flag,batch_id,settlement_cycle,remarks
TXN0002902,UTR773097803993,MERCH0017,CUST62472,UPI,Stripe,Axis Bank,2024-11-20,15:45:16,144577.34,3207.54,577.36,141369.8,INR,SUCCESS,tanmayi174@oksbi,BNKREF849125,,Desktop,14.119.50.113,N,BATCH202411203,T+1,
TXN0002903,UTR938289183507,MERCH0016,CUST91580,UPI,Stripe,ICICI Bank,2024-08-06,17:05:05,114126.44,2457.21,442.3,111669.23,INR,SUCCESS,lekha554@ybl,BNKREF437478,,Desktop,201.81.181.162,N,BATCH202408061,T+2,
TXN0002904,UTR627856621762,MERCH0044,CUST70560,UPI,PayU,ICICI Bank,2024-01-15,07:03:47,14133.82,146.8,26.42,13987.02,INR,SUCCESS,vedhika245@ibl,BNKREF629949,,Mobile,150.161.36.227,N,BATCH202401153,T+2,
TXN0002905,,MERCH0018,CUST87695,UPI,Stripe,Axis Bank,2024-05-20,19:41:00,52668.52,1071.88,192.94,51596.64,INR,FAILED,jalsa361@okhdfcbank,BNKREF781778,ERR135,Mobile,27.65.247.160,N,BATCH202405203,T+2,
TXN0002906,UTR501222198848,MERCH0007,CUST36800,Credit Card,Razorpay,SBI,2024-05-29,11:46:54,39283.11783085409,557.33,100.32,38721.04,INR,SUCCESS,,BNKREF156274,,Desktop,66.111.159.64,N,BATCH202405295,T+1,
TXN0002907,UTR922202417669,MERCH0029,CUST15980,Net Banking,PayTM Gateway,PNB,2024-01-22,17:09:13,106888.28,1002.7,180.49,105885.58,INR,SUCCESS,,BNKREF656267,,Mobile,172.96.183.16,N,BATCH202401225,T+1,
TXN0002908,UTR009773549625,MERCH0043,CUST88340,UPI,Cashfree,Kotak,2024-08-02,15:30:22,67282.57,670.53,120.7,66612.04,INR,SUCCESS,henry28@ybl,BNKREF220854,,Mobile,187.81.17.147,N,BATCH202408021,T+1,
TXN0002909,UTR436466937067,MERCH0041,CUST53025,UPI,PayTM Gateway,ICICI Bank,2024-05-21,10:59:51,17768.85,256.04,46.09,17512.81,INR,SUCCESS,quincy307@oksbi,BNKREF320756,,Tablet,71.30.238.62,N,BATCH202405211,T+2,
TXN0002910,UTR572055532168,MERCH0021,CUST56110,UPI,Cashfree,HDFC Bank,2024-07-19,00:20:16,92958.07783085409,1223.81,220.29,91729.52,INR,SUCCESS,jhalak167@okicici,BNKREF963812,,Tablet,123.231.138.59,N,BATCH202407193,T+2,
TXN0002911,UTR722884993928,MERCH0041,CUST83275,UPI,PayTM Gateway,Axis Bank,2024-01-06,08:05:59,31322.53,478.26,86.09,30844.27,INR,SUCCESS,vasana527@paytm,BNKREF654090,,Mobile,187.170.159.107,N,BATCH202401061,T+1,
TXN0002912,UTR285443052361,MERCH0017,CUST22530,Net Banking,PayTM Gateway,PNB,2024-06-04,07:29:28,115330.26,2675.34,481.56,112654.92,INR,SUCCESS,,BNKREF925623,,Mobile,186.78.166.66,N,BATCH202406044,T+1,
TXN0002913,UTR005029407993,MERCH0039,CUST68044,Net Banking,PayTM Gateway,Yes Bank,2024-06-27,20:11:56,39141.94,439.52,79.11,38702.42,INR,SUCCESS,,BNKREF688196,,Tablet,130.147.153.30,N,BATCH202406271,T+1,
TXN0002914,UTR054248784041,MERCH0050,CUST50278,Net Banking,PayTM Gateway,HDFC Bank,2024-04-11,23:28:39,140755.48,3006.07,541.09,137749.41,INR,SUCCESS,,BNKREF372920,,Mobile,41.201.45.118,N,BATCH202404115,T+2,
TXN0002915,,MERCH0045,CUST62505,Credit Card,Stripe,Kotak,2024-07-08,12:07:47,127073.0,1301.28,234.23,125771.72,INR,FAILED,,BNKREF970410,ERR264,Mobile,212.142.223.159,N,BATCH202407085,T+1,
TXN0002916,UTR688404763309,MERCH0045,CUST86256,UPI,Cashfree,Axis Bank,2024-09-07,19:17:18,87368.85,1664.98,299.7,85703.87,INR,SUCCESS,bhavya803@ybl,BNKREF725339,,Mobile,213.228.61.3,N,BATCH202409073,T+1,
TXN0002917,,MERCH0033,CUST49580,Credit Card,PayU,Axis Bank,2024-05-02,02:50:15,27936.55,678.1,122.06,27258.45,INR,FAILED,,BNKREF498513,ERR602,Desktop,92.154.214.38,N,BATCH202405023,T+1,
TXN0002918,,MERCH0025,CUST67771,UPI,Stripe,ICICI Bank,2024-06-17,07:48:52,42024.7,652.64,117.48,41372.06,INR,FAILED,hritik857@okicici,BNKREF315981,ERR800,Desktop,78.2.141.14,N,BATCH202406171,T+2,
TXN0002919,UTR685952417168,MERCH0032,CUST49426,UPI,PayTM Gateway,Kotak,2024-04-25,03:59:19,147495.72,1595.39,287.17,145900.33,INR,SUCCESS,radha177@okaxis,BNKREF526528,,Tablet,97.17.45.60,N,BATCH202404252,T+2,
TXN0002920,UTR102883149141,MERCH0004,CUST21119,Credit Card,Razorpay,Yes Bank,2024-10-11,07:39:23,13216.18,144.86,26.07,13071.32,INR,SUCCESS,,BNKREF235517,,Mobile,25.134.217.73,N,BATCH202410111,T+2,
TXN0002921,UTR796194238021,MERCH0012,CUST43757,UPI,Cashfree,PNB,2024-11-11,10:40:58,84036.74,2094.53,377.02,81942.21,INR,SUCCESS,fiyaz720@paytm,BNKREF261599,,Desktop,213.119.169.205,N,BATCH202411114,T+1,
TXN0002922,,MERCH0034,CUST94378,Wallet,Cashfree,Axis Bank,2024-07-16,15:31:07,6527.83,77.6,13.97,6450.23,INR,FAILED,,BNKREF382303,ERR849,Mobile,126.215.87.38,N,BATCH202407164,T+2,
TXN0002923,UTR269154666920,MERCH0031,CUST32840,UPI,Stripe,Axis Bank,2024-03-04,12:42:50,46473.02,761.65,137.1,45711.37,INR,SUCCESS,zinal162@okhdfcbank,BNKREF921767,,Mobile,91.180.238.140,N,BATCH202403041,T+2,
TXN0002924,UTR445397508290,MERCH0045,CUST36362,Net Banking,Stripe,Yes Bank,2024-01-10,21:21:03,103858.81,1280.51,230.49,102578.3,INR,SUCCESS,,BNKREF437827,,Desktop,133.240.135.167,N,BATCH202401105,T+1,
TXN0002925,UTR836268494147,MERCH0039,CUST17239,Net Banking,Cashfree,ICICI Bank,2024-02-23,18:08:25,140008.11,1604.24,288.76,138403.87,INR,SUCCESS,,BNKREF577829,,Desktop,8.54.114.110,N,BATCH202402231,T+2,
TXN0002926,,MERCH0039,CUST71943,Debit Card,Stripe,HDFC Bank,2024-04-01,01:06:34,25052.35,583.8,105.08,24468.55,INR,SUCCESS,,BNKREF541707,,Tablet,220.48.251.234,N,BATCH202404014,T+1,
TXN0002927,UTR222212881690,MERCH0014,CUST51975,UPI,Stripe,PNB,2024-08-31,01:29:38,47061.59,427.14,76.89,46634.45,INR,SUCCESS,faraj232@ibl,BNKREF283002,,Tablet,143.10.187.223,N,BATCH202408312,T+1,
TXN0002928,UTR608388148994,MERCH0035,CUST97735,Net Banking,PayU,Yes Bank,2024-03-05,15:08:08,38893.74,516.77,93.02,38376.97,INR,SUCCESS,,BNKREF272051,,Mobile,40.116.46.123,N,BATCH202403052,T+1,
TXN0002929,,MERCH0026,CUST25658,Net Banking,Stripe,Kotak,2024-03-09,12:40:44,63774.64,1449.26,260.87,62325.38,INR,FAILED,,BNKREF694618,ERR555,Mobile,85.103.154.52,N,BATCH202403091,T+1,
TXN0002930,UTR337521455447,MERCH0009,CUST30228,Net Banking,PayTM Gateway,HDFC Bank,2024-10-24,12:25:55,140506.09,3303.6,594.65,137202.49,INR,SUCCESS,,BNKREF849121,,Mobile,156.178.230.47,N,BATCH202410243,T+2,
TXN0002931,UTR973037485083,MERCH0029,CUST45235,UPI,PayU,SBI,2024-11-07,12:28:48,136290.53,2660.67,478.92,133629.86,INR,SUCCESS,xiti761@oksbi,BNKREF888277,,Mobile,142.72.215.75,N,BATCH202411074,T+1,
TXN0002932,UTR736675859877,MERCH0006,CUST51573,Net Banking,PayTM Gateway,PNB,2024-11-18,14:58:00,345.26,8.36,1.5,336.9,INR,SUCCESS,,BNKREF345755,,Mobile,217.112.78.0,N,BATCH202411182,T+2,
TXN0002933,UTR238940569476,MERCH0049,CUST23730,Net Banking,Stripe,SBI,2024-03-27,08:45:30,145538.97,3560.45,640.88,141978.52,INR,SUCCESS,,BNKREF585841,,Tablet,33.29.217.141,N,BATCH202403275,T+1,
TXN0002934,,MERCH0010,CUST46682,Credit Card,Stripe,HDFC Bank,2024-02-29,13:41:21,69239.49,1323.29,238.19,67916.2,INR,REFUNDED,,BNKREF702333,,Tablet,149.62.40.58,Y,BATCH202402293,T+1,
TXN0002935,UTR737201701175,MERCH0041,CUST53268,UPI,Cashfree,Yes Bank,2024-03-03,02:20:26,68209.58,1079.56,194.32,67130.02,INR,SUCCESS,meera410@okicici,BNKREF581950,,Desktop,3.144.134.121,N,BATCH202403034,T+1,
TXN0002936,,MERCH0020,CUST44134,UPI,Stripe,PNB,2024-05-23,01:29:10,68021.89,942.69,169.68,67079.2,INR,PENDING,falguni630@ibl,BNKREF632773,,Tablet,2.56.245.86,N,BATCH202405231,T+2,
TXN0002937,UTR803024923008,MERCH0014,CUST39406,Credit Card,Cashfree,HDFC Bank,2024-02-18,08:05:53,73775.03,1721.84,309.93,72053.19,INR,SUCCESS,,BNKREF659353,,Desktop,172.163.219.188,N,BATCH202402181,T+2,
TXN0002938,UTR303803543137,MERCH0048,CUST38841,UPI,Razorpay,SBI,2024-10-01,12:23:38,148888.43,1806.85,325.23,147081.58,INR,SUCCESS,jagat964@ybl,BNKREF698943,,Desktop,75.249.83.193,N,BATCH202410011,T+2,
TXN0002939,UTR198759973229,MERCH0009,CUST73042,Debit Card,Stripe,HDFC Bank,2024-08-01,22:06:44,146141.27,3028.38,545.11,143112.89,INR,SUCCESS,,BNKREF752147,,Tablet,202.132.133.36,N,BATCH202408012,T+1,
TXN0002940,UTR910620467863,MERCH0003,CUST39173,Credit Card,Stripe,HDFC Bank,2024-11-07,05:11:33,80948.34,1001.38,180.25,79946.96,INR,SUCCESS,,BNKREF992969,,Desktop,188.127.116.18,N,BATCH202411075,T+1,
TXN0002941,UTR698644491185,MERCH0006,CUST15541,Credit Card,Razorpay,ICICI Bank,2024-08-09,22:04:51,71977.41,1186.41,213.55,70791.0,INR,SUCCESS,,BNKREF375485,,Tablet,114.71.198.16,N,BATCH202408092,T+2,
TXN0002942,UTR180872584230,MERCH0009,CUST31150,Wallet,PayTM Gateway,PNB,2024-10-29,05:21:19,133185.49,1685.71,303.43,131499.78,INR,SUCCESS,,BNKREF288425,,Desktop,176.158.97.43,N,BATCH202410293,T+1,
TXN0002943,,MERCH0047,CUST97396,Credit Card,PayU,SBI,2024-02-14,12:30:44,25246.37,541.72,97.51,24704.65,INR,PENDING,,BNKREF172394,,Mobile,78.40.100.87,N,BATCH202402143,T+1,
TXN0002944,UTR267759727771,MERCH0042,CUST84951,UPI,Stripe,Yes Bank,2024-04-21,12:45:45,143725.08,1831.31,329.64,141893.77,INR,SUCCESS,daksha291@okicici,BNKREF127856,,Desktop,138.31.119.240,N,BATCH202404212,T+2,
TXN0002945,UTR096834869871,MERCH0028,CUST48048,Debit Card,PayTM Gateway,PNB,2024-06-02,01:01:05,135965.79,1846.82,332.43,134118.97,INR,SUCCESS,,BNKREF265976,,Tablet,106.102.130.205,N,BATCH202406022,T+1,
TXN0002946,,MERCH0016,CUST88254,Net Banking,Razorpay,Kotak,2024-10-23,10:18:23,58468.88,544.41,97.99,57924.47,INR,FAILED,,BNKREF167496,ERR187,Mobile,165.242.27.151,N,BATCH202410231,T+1,
TXN0002947,UTR826374198703,MERCH0012,CUST34375,Debit Card,Cashfree,HDFC Bank,2024-07-06,05:48:47,35506.54,817.94,147.23,34688.6,INR,SUCCESS,,BNKREF868742,,Tablet,3.228.228.160,N,BATCH202407061,T+1,
TXN0002948,UTR454544727879,MERCH0012,CUST48032,Net Banking,Cashfree,PNB,2024-03-30,15:59:07,71237.33,1637.51,294.75,69599.82,INR,SUCCESS,,BNKREF559251,,Tablet,163.247.218.118,N,BATCH202403304,T+1,
TXN0002949,UTR994206137698,MERCH0011,CUST35044,UPI,PayTM Gateway,Axis Bank,2024-06-25,22:31:50,58820.81,894.06,160.93,57926.75,INR,SUCCESS,ishani97@ibl,BNKREF688040,,Mobile,153.33.71.37,N,BATCH202406253,T+1,
TXN0002950,UTR912812126358,MERCH0008,CUST57885,Net Banking,PayTM Gateway,Axis Bank,2024-01-12,13:02:37,115727.03,2085.35,375.36,113641.68,INR,SUCCESS,,BNKREF178605,,Mobile,182.239.146.32,N,BATCH202401122,T+2,
TXN0002951,UTR335628443728,MERCH0012,CUST75542,UPI,Cashfree,HDFC Bank,2024-03-07,13:12:22,125621.8,1335.95,240.47,124285.85,INR,SUCCESS,gautami751@oksbi,BNKREF275928,,Desktop,13.12.114.31,N,BATCH202403072,T+1,
TXN0002952,UTR281247966678,MERCH0014,CUST13408,UPI,PayU,HDFC Bank,2024-01-17,17:59:39,84398.77,853.53,153.64,83545.24,INR,SUCCESS,elijah511@okhdfcbank,BNKREF725726,,Tablet,74.49.215.114,N,BATCH202401173,T+1,
TXN0002953,,MERCH0032,CUST64508,Net Banking,Stripe,PNB,2024-08-26,20:30:50,71362.36,734.03,132.13,70628.33,INR,PENDING,,BNKREF370395,,Tablet,29.209.243.105,N,BATCH202408261,T+2,
TXN0002954,UTR918451920849,MERCH0048,CUST65908,Credit Card,Cashfree,SBI,2024-10-13,03:15:38,110455.28,1868.31,336.3,108586.97,INR,SUCCESS,,BNKREF927695,,Tablet,169.140.16.60,N,BATCH202410133,T+1,
TXN0002955,UTR593401075287,MERCH0046,CUST89740,UPI,Stripe,Axis Bank,2024-08-09,08:35:20,60501.34,825.27,148.55,59676.07,INR,SUCCESS,mohammed178@okhdfcbank,BNKREF456178,,Desktop,211.140.67.153,N,BATCH202408093,T+1,
TXN0002956,UTR122725449550,MERCH0016,CUST99253,Debit Card,Razorpay,Axis Bank,2024-02-20,00:07:51,37311.94,764.37,137.59,36547.57,INR,SUCCESS,,BNKREF704577,,Desktop,203.185.107.238,N,BATCH202402205,T+1,
TXN0002957,UTR967783907516,MERCH0013,CUST81234,UPI,Razorpay,Axis Bank,2024-05-08,06:31:48,145017.52,1649.74,296.95,143367.78,INR,SUCCESS,christopher446@okhdfcbank,BNKREF523982,,Desktop,75.109.63.26,N,BATCH202405085,T+2,
TXN0002958,UTR372291764803,MERCH0026,CUST19033,Net Banking,Cashfree,Yes Bank,2024-01-06,01:23:10,128511.64,1235.67,222.42,127275.97,INR,SUCCESS,,BNKREF800279,,Desktop,90.203.81.167,N,BATCH202401063,T+2,
TXN0002959,UTR565058484149,MERCH0012,CUST26617,Credit Card,Stripe,SBI,2024-01-10,20:32:46,12021.71,289.76,52.16,11731.95,INR,SUCCESS,,BNKREF977733,,Desktop,95.99.73.107,N,BATCH202401104,T+1,
TXN0002960,,MERCH0005,CUST20748,UPI,PayTM Gateway,PNB,2024-10-02,09:05:31,35153.35,516.9,93.04,34636.45,INR,FAILED,aayush317@paytm,BNKREF765574,ERR515,Mobile,134.17.251.16,N,BATCH202410024,T+1,
TXN0002961,UTR704351759317,MERCH0011,CUST65324,Credit Card,Razorpay,HDFC Bank,2024-07-28,20:10:50,38015.24,928.23,167.08,37087.01,INR,SUCCESS,,BNKREF667403,,Tablet,26.137.86.183,N,BATCH202407283,T+2,
TXN0002962,UTR961265088997,MERCH0024,CUST53910,UPI,Stripe,PNB,2024-06-03,04:42:56,113337.24,1475.1,265.52,111862.14,INR,SUCCESS,chaaya337@okhdfcbank,BNKREF595708,,Tablet,134.145.75.198,N,BATCH202406035,T+2,
TXN0002963,,MERCH0041,CUST15655,Debit Card,Stripe,Axis Bank,2024-07-28,06:40:10,63906.94,1003.85,180.69,62903.09,INR,FAILED,,BNKREF446061,ERR179,Mobile,179.34.152.25,N,BATCH202407285,T+2,
TXN0002964,UTR778545747706,MERCH0003,CUST78277,Net Banking,Cashfree,Yes Bank,2024-04-21,00:08:32,29161.43,346.76,62.42,28814.67,INR,SUCCESS,,BNKREF455769,,Tablet,212.132.12.226,N,BATCH202404215,T+1,
TXN0002965,UTR327541156527,MERCH0030,CUST16719,Net Banking,Razorpay,Yes Bank,2024-05-01,04:37:43,62157.56,1308.08,235.45,60849.48,INR,SUCCESS,,BNKREF461006,,Desktop,5.236.229.109,N,BATCH202405012,T+2,
TXN0002966,UTR527920085463,MERCH0007,CUST65360,Debit Card,Cashfree,Yes Bank,2024-06-04,17:09:07,80688.01,1423.12,256.16,79264.89,INR,SUCCESS,,BNKREF528930,,Mobile,132.198.56.110,N,BATCH202406044,T+2,
TXN0002967,,MERCH0022,CUST53115,UPI,Stripe,SBI,2024-09-03,10:47:35,129318.96,1657.88,298.42,127661.08,INR,FAILED,anmol537@paytm,BNKREF311442,ERR843,Mobile,192.221.91.90,N,BATCH202409032,T+1,
TXN0002968,UTR592820666534,MERCH0032,CUST90025,Net Banking,PayTM Gateway,Yes Bank,2024-04-12,07:15:28,53680.4,728.44,131.12,52951.96,INR,SUCCESS,,BNKREF906220,,Mobile,132.212.30.171,N,BATCH202404121,T+1,
TXN0002969,UTR326661780886,MERCH0017,CUST50427,UPI,Stripe,Yes Bank,2024-01-09,07:51:06,12409.57,119.48,21.51,12290.09,INR,SUCCESS,turvi604@oksbi,BNKREF510496,,Mobile,13.164.233.3,N,BATCH202401094,T+2,
TXN0002970,UTR425012291535,MERCH0013,CUST69835,UPI,Cashfree,Kotak,2024-10-29,04:57:59,129547.86,2428.07,437.05,127119.79,INR,SUCCESS,janaki923@okhdfcbank,BNKREF604521,,Mobile,111.149.241.141,N,BATCH202410295,T+2,
TXN0002971,,MERCH0039,CUST34895,Credit Card,PayU,Kotak,2024-06-02,10:53:57,56425.68,768.41,138.31,55657.27,INR,REFUNDED,,BNKREF126088,,Mobile,210.166.3.198,Y,BATCH202406021,T+2,
TXN0002972,UTR460834864917,MERCH0048,CUST52393,UPI,Razorpay,Axis Bank,2024-09-21,22:07:55,113187.73,2660.48,478.89,110527.25,INR,SUCCESS,prisha570@ibl,BNKREF997967,,Mobile,117.191.186.14,N,BATCH202409211,T+1,
TXN0002973,,MERCH0039,CUST75360,UPI,PayTM Gateway,SBI,2024-03-20,14:08:46,128072.55,1616.3,290.93,126456.25,INR,PENDING,balvan115@ibl,BNKREF613827,,Desktop,85.121.47.200,N,BATCH202403201,T+1,
TXN0002974,UTR164866898239,MERCH0046,CUST69491,Credit Card,PayU,Yes Bank,2024-11-22,02:36:46,67907.21,724.8,130.46,67182.41,INR,SUCCESS,,BNKREF237010,,Desktop,187.101.193.122,N,BATCH202411225,T+2,
TXN0002975,UTR635550121991,MERCH0017,CUST98702,UPI,Stripe,Yes Bank,2024-01-13,11:31:28,104383.18,2507.48,451.35,101875.7,INR,SUCCESS,garima613@okaxis,BNKREF235463,,Desktop,157.53.121.84,N,BATCH202401132,T+2,
TXN0002976,,MERCH0024,CUST45596,UPI,Stripe,Yes Bank,2024-08-11,23:09:20,12643.21,229.57,41.32,12413.64,INR,REFUNDED,tanmayi509@oksbi,BNKREF453093,,Tablet,152.91.64.4,Y,BATCH202408113,T+2,
TXN0002977,UTR102038870713,MERCH0048,CUST93252,Credit Card,PayTM Gateway,HDFC Bank,2024-05-20,03:09:46,15079.89,211.25,38.02,14868.64,INR,SUCCESS,,BNKREF988834,,Desktop,67.77.221.41,N,BATCH202405202,T+1,
TXN0002978,,MERCH0036,CUST66572,Wallet,Cashfree,ICICI Bank,2024-02-24,19:59:26,131726.02,1256.96,226.25,130469.06,INR,SUCCESS,,BNKREF283814,,Desktop,140.69.234.110,N,BATCH202402243,T+2,
TXN0002979,,MERCH0048,CUST94325,Net Banking,Cashfree,PNB,2024-09-30,14:38:59,27462.97,518.43,93.32,26944.54,INR,FAILED,,BNKREF379211,ERR390,Mobile,203.178.178.134,N,BATCH202409304,T+1,
TXN0002980,,MERCH0010,CUST91271,UPI,PayU,Yes Bank,2024-01-07,20:51:11,74706.75,1390.21,250.24,73316.54,INR,PENDING,falak898@ibl,BNKREF775943,,Desktop,52.89.138.241,N,BATCH202401075,T+1,
TXN0002981,,MERCH0032,CUST28575,Wallet,PayU,ICICI Bank,2024-06-29,19:57:33,37715.28,651.03,117.19,37064.25,INR,FAILED,,BNKREF895597,ERR637,Tablet,207.140.249.138,N,BATCH202406292,T+2,
TXN0002982,UTR700483076273,MERCH0011,CUST57440,Net Banking,Cashfree,SBI,2024-02-02,02:05:15,20855.07,289.19,52.05,20565.88,INR,SUCCESS,,BNKREF672694,,Mobile,33.191.81.41,N,BATCH202402024,T+2,
TXN0002983,UTR225063483732,MERCH0015,CUST10372,Net Banking,Razorpay,ICICI Bank,2024-03-24,21:11:38,122860.69,2604.83,468.87,120255.86,INR,SUCCESS,,BNKREF530798,,Desktop,152.205.83.122,N,BATCH202403244,T+2,
TXN0002984,,MERCH0039,CUST52824,Debit Card,Cashfree,HDFC Bank,2024-05-21,03:47:14,37382.42,370.05,66.61,37012.37,INR,REFUNDED,,BNKREF667735,,Desktop,34.236.234.10,Y,BATCH202405212,T+1,
TXN0002985,UTR044330509809,MERCH0038,CUST41642,Net Banking,Cashfree,HDFC Bank,2024-03-23,08:50:52,6590.21,154.4,27.79,6435.81,INR,SUCCESS,,BNKREF795844,,Tablet,151.33.169.37,N,BATCH202403234,T+1,
TXN0002986,,MERCH0019,CUST97418,Credit Card,Stripe,Axis Bank,2024-01-22,07:10:41,131578.2,2035.1,366.32,129543.1,INR,REFUNDED,,BNKREF491682,,Desktop,181.187.123.113,Y,BATCH202401225,T+2,
TXN0002987,UTR575564429277,MERCH0022,CUST13022,UPI,Razorpay,Kotak,2024-03-01,09:17:37,69685.19,1062.17,191.19,68623.02,INR,SUCCESS,vrishti225@okhdfcbank,BNKREF942763,,Desktop,136.225.228.83,N,BATCH202403012,T+2,
TXN0002988,UTR216609523814,MERCH0039,CUST81762,UPI,PayTM Gateway,HDFC Bank,2024-11-16,07:00:23,20685.73,248.07,44.65,20437.66,INR,SUCCESS,lila715@okaxis,BNKREF290450,,Tablet,82.193.121.207,N,BATCH202411161,T+1,
TXN0002989,,MERCH0012,CUST43220,UPI,Razorpay,ICICI Bank,2024-09-15,02:01:27,67437.97,844.77,152.06,66593.2,INR,PENDING,nidhi613@okhdfcbank,BNKREF642466,,Desktop,184.172.173.33,N,BATCH202409152,T+2,
TXN0002990,,MERCH0023,CUST36749,Credit Card,PayU,Yes Bank,2024-02-26,21:56:39,137985.28,1987.95,357.83,135997.33,INR,CHARGEBACK,,BNKREF589642,,Mobile,88.125.194.17,Y,BATCH202402263,T+2,
TXN0002991,UTR658582765469,MERCH0038,CUST18890,Credit Card,Cashfree,Yes Bank,2024-06-30,17:26:37,130998.09,2681.94,482.75,128316.15,INR,SUCCESS,,BNKREF767710,,Tablet,168.251.166.52,N,BATCH202406305,T+2,
TXN0002992,UTR581442983687,MERCH0027,CUST25002,Net Banking,Stripe,HDFC Bank,2024-03-26,02:05:33,106882.34,2250.0,405.0,104632.34,INR,SUCCESS,,BNKREF582329,,Desktop,131.93.96.152,N,BATCH202403261,T+2,
TXN0002993,,MERCH0024,CUST22697,UPI,Razorpay,Axis Bank,2024-06-02,17:23:14,52103.72,1112.72,200.29,50991.0,INR,REFUNDED,omaja963@okaxis,BNKREF945779,,Tablet,91.231.13.158,Y,BATCH202406025,T+1,
TXN0002994,,MERCH0007,CUST21323,Net Banking,Cashfree,Kotak,2024-08-06,09:58:32,90887.24,1372.22,247.0,89515.02,INR,FAILED,,BNKREF653392,ERR722,Mobile,177.62.185.12,N,BATCH202408061,T+2,
TXN0002995,UTR012683156242,MERCH0004,CUST61163,Credit Card,Razorpay,ICICI Bank,2024-01-28,22:14:26,18953.94,308.94,55.61,18645.0,INR,SUCCESS,,BNKREF770042,,Mobile,86.139.218.62,N,BATCH202401281,T+2,
TXN0002996,UTR352682194719,MERCH0047,CUST10160,Credit Card,PayU,Yes Bank,2024-08-30,17:18:35,91534.92,1326.59,238.79,90208.33,INR,SUCCESS,,BNKREF359294,,Mobile,170.174.48.170,N,BATCH202408304,T+1,
TXN0002997,UTR759212303489,MERCH0037,CUST93428,Debit Card,Razorpay,ICICI Bank,2024-01-13,11:49:01,117262.61,1291.78,232.52,115970.83,INR,SUCCESS,,BNKREF529614,,Tablet,133.18.218.128,N,BATCH202401133,T+1,
TXN0002998,,MERCH0042,CUST46678,UPI,PayTM Gateway,SBI,2024-02-01,16:56:36,11838.71,117.42,21.14,11721.29,INR,FAILED,yug799@ibl,BNKREF169917,ERR909,Mobile,183.26.224.43,N,BATCH202402015,T+2,
TXN0002999,UTR878350544593,MERCH0007,CUST81726,Debit Card,Razorpay,SBI,2024-10-22,21:38:33,2473.27,24.9,4.48,2448.37,INR,SUCCESS,,BNKREF199740,,Mobile,75.143.248.188,N,BATCH202410223,T+2,
TXN0003000,,MERCH0007,CUST40928,UPI,Cashfree,Yes Bank,2024-06-21,03:16:37,87046.51,1052.35,189.42,85994.16,INR,REFUNDED,azad876@ibl,BNKREF122407,,Desktop,151.119.7.213,Y,BATCH202406213,T+1,
TXN0003001,UTR862943681314,MERCH0022,CUST40658,Debit Card,Stripe,ICICI Bank,2024-06-23,14:22:16,112694.24,1884.78,339.26,110809.46,INR,SUCCESS,,BNKREF679662,,Tablet,30.107.149.12,N,BATCH202406231,T+2,
TXN0003002,UTR458458402227,MERCH0047,CUST73368,UPI,PayTM Gateway,Yes Bank,2024-11-18,14:15:39,124083.53,2634.54,474.22,121448.99,INR,SUCCESS,vihaan15@okhdfcbank,BNKREF200455,,Tablet,85.111.149.22,N,BATCH202411181,T+2,
TXN0003003,UTR344451906774,MERCH0042,CUST28840,UPI,Razorpay,Yes Bank,2024-10-21,04:48:22,50395.5,815.38,146.77,49580.12,INR,SUCCESS,chakradhar864@oksbi,BNKREF992058,,Tablet,44.55.2.21,N,BATCH202410212,T+1,
TXN0003004,UTR108425754237,MERCH0016,CUST54251,UPI,PayU,Yes Bank,2024-06-10,12:19:08,30025.21,619.11,111.44,29406.1,INR,SUCCESS,george274@paytm,BNKREF994679,,Desktop,92.174.44.128,N,BATCH202406102,T+2,
TXN0003005,UTR322535022774,MERCH0042,CUST61844,UPI,Stripe,HDFC Bank,2024-07-21,13:25:35,76478.99,1865.88,335.86,74613.11,INR,SUCCESS,kritika207@okhdfcbank,BNKREF642976,,Desktop,123.206.94.168,N,BATCH202407214,T+1,
TXN0003006,,MERCH0044,CUST74365,Debit Card,Cashfree,SBI,2024-03-26,07:59:48,50957.92,1177.52,211.95,49780.4,INR,PENDING,,BNKREF270555,,Mobile,143.122.22.41,N,BATCH202403261,T+1,
TXN0003007,,MERCH0050,CUST37550,Debit Card,Cashfree,PNB,2024-10-08,00:43:30,45842.93,877.54,157.96,44965.39,INR,SUCCESS,,BNKREF134478,,Mobile,115.233.215.19,N,BATCH202410082,T+1,
TXN0003008,UTR694365869491,MERCH0039,CUST85628,Credit Card,PayTM Gateway,Kotak,2024-05-01,21:30:09,81478.71,1258.58,226.54,80220.13,INR,SUCCESS,,BNKREF828477,,Desktop,28.45.48.62,N,BATCH202405011,T+1,
TXN0003009,UTR329677375942,MERCH0035,CUST37392,Net Banking,Razorpay,Kotak,2024-10-02,15:15:42,120207.18,2477.71,445.99,117729.47,INR,SUCCESS,,BNKREF778766,,Tablet,149.155.6.200,N,BATCH202410025,T+2,
